primary_key,age,income,years_experience,target
465247c0-27b9-4cf3-9d96-8549eba21ddb,56.0,70794.0,12.0,0.0
8105c851-80dc-4e9a-8b90-b88d18768eff,46.0,109459.0,0.0,0.0
e622006b-9e36-4036-9288-78e9f83ebb86,32.0,147932.0,13.0,0.0
2906220d-0cc6-4e0a-800c-110cfcdc76e6,25.0,80192.0,28.0,1.0
cccd57fe-551d-4ab2-b528-fb7c5f6c63c4,38.0,57703.0,2.0,0.0
5526e87e-48e9-4ec2-b0aa-0e5c06fb3d7d,56.0,114193.0,23.0,1.0
20e42c85-42c7-4786-abb3-0e0e763c696e,36.0,99165.0,0.0,0.0
2f84ac84-7f2f-43cc-ab5e-06cd6a638059,40.0,97650.0,9.0,0.0
fa961fde-5055-4779-bbe6-b604848c4a6c,28.0,86516.0,12.0,0.0
7ad4c82c-29c4-401d-8ffe-4ff012755f5d,28.0,129981.0,35.0,1.0
b50712a0-58c5-43c2-9a7a-880756742484,41.0,131398.0,8.0,0.0
34e0fbb7-44af-438d-987e-cc944be789be,53.0,121110.0,13.0,0.0
bce53a9b-5a24-4148-86fd-0c86965ad202,57.0,127885.0,35.0,1.0
025b323c-6421-4880-a289-0aee0d6494c3,41.0,52257.0,9.0,0.0
f72d66d5-c8f1-49cb-a519-f7d57c045a2e,20.0,130588.0,39.0,0.0
c88f357e-9553-432d-90ff-32af826b7e82,39.0,133356.0,22.0,0.0
4e4b3d1b-eec1-4645-8b2a-ed823d8fb081,19.0,113509.0,34.0,1.0
49b4f12c-58b9-4caf-9804-42f8d907e6fd,41.0,121273.0,6.0,0.0
aef99953-b932-4445-beab-c9a9878aeb80,47.0,81672.0,34.0,0.0
68030574-e8ff-49d2-b303-a524df933d83,55.0,93308.0,1.0,1.0
ea589a99-4780-4fcd-99c0-64844779fe77,19.0,107583.0,14.0,1.0
2b4cae09-6bd3-4cec-a17c-65ea9c08866e,38.0,149336.0,8.0,0.0
226a6207-e608-4783-aacd-b99f8503d07e,50.0,52113.0,16.0,0.0
4ad96439-6595-4b11-9da3-287164a1361e,29.0,30694.0,38.0,0.0
265a2c0d-1001-4641-859b-62d5fbe01d47,39.0,45588.0,17.0,0.0
08dd80ec-7762-4b9b-a9a6-b7e7cfe9c3d9,42.0,91756.0,14.0,1.0
6d3fbedf-0792-4520-bba0-9251f8959dd2,44.0,94085.0,17.0,1.0
20cc7b0e-3a4b-4dfb-8219-a10fa376066b,59.0,141359.0,23.0,1.0
a9ac58bc-7dbc-4325-a3b4-757472bdc7c5,45.0,144384.0,22.0,0.0
43f1d77c-1169-4f5f-96c9-25f8745aa994,33.0,91142.0,11.0,1.0
bc5e6e05-9548-41ec-957f-a31ca7ddcc0b,32.0,94373.0,22.0,1.0
371c1347-66ba-4290-8851-e7e81fbf4636,20.0,115603.0,20.0,0.0
b91b15f7-989c-43f1-a653-c35188d81862,54.0,36704.0,25.0,0.0
0be47471-034f-4e8e-ab25-8e25f135b529,24.0,70136.0,7.0,0.0
5b6b6235-1b34-4bc5-9f75-c8e040779d77,38.0,97507.0,29.0,0.0
9fca4871-ef8f-42bd-8313-9e9b33993ff7,26.0,77361.0,33.0,0.0
f11eb090-a7cf-4fd0-b757-5584c484c27e,56.0,88847.0,1.0,0.0
7ff94729-e367-44ae-96e2-019d9b206a3b,35.0,136359.0,4.0,1.0
a85f4f21-9fa8-45aa-ac76-fbc7976abf90,21.0,41441.0,30.0,0.0
53c1678f-e83b-40d7-8877-ccd99eb4e55a,42.0,127012.0,32.0,0.0
1619ccfa-5604-492f-bd37-fb3108e29a53,31.0,148906.0,3.0,1.0
26a073e6-5921-4ab3-b6b8-1c4256553414,26.0,44677.0,5.0,1.0
dcb73411-3f16-4b1f-927f-8a064bf6f91b,43.0,57818.0,22.0,1.0
7544a538-4ea0-4aaa-877d-6d83e73dd5e9,19.0,31868.0,18.0,1.0
d6c240de-5491-4bb3-89e3-544dd8a31e8c,37.0,113591.0,7.0,1.0
4180789b-a7ea-43dc-9490-26075e51c7a5,45.0,97264.0,38.0,0.0
51d95928-e350-4253-a060-0da28885e2cf,24.0,103168.0,12.0,0.0
018530e5-e741-417e-963e-c0f0b8d5de16,25.0,42043.0,0.0,1.0
981d8f8c-eb60-4c99-b6eb-b703a63f8fc7,52.0,101939.0,5.0,1.0
a3cba102-18ba-4306-9f29-b12f3a9b99d5,31.0,45732.0,6.0,1.0
28e8a88e-6bd0-4c0b-ad35-d390ad392f33,34.0,85244.0,26.0,1.0
67b3a52d-2909-4268-8de8-413bb54d08ef,53.0,48526.0,14.0,0.0
d8cc3b6e-c693-440c-9d55-0c010ee43ae6,57.0,39340.0,33.0,1.0
00388349-a5bf-4955-8cf7-477a8b929cb6,21.0,134488.0,22.0,1.0
74876be0-5c8a-49b1-8877-5c2d5127b304,19.0,52394.0,23.0,0.0
ad8caf80-95d8-48bb-9b0e-34ba6b7da24a,23.0,128557.0,14.0,0.0
e9adc8aa-ebb6-40ab-9ce1-6b3b2f94393e,59.0,34102.0,34.0,0.0
b846adea-5d88-43b2-b681-9efcf0a800f0,21.0,131846.0,3.0,1.0
f47eeea1-bba9-464d-8743-31b01955f9a0,46.0,49159.0,36.0,1.0
5700ea43-cff6-46ce-9127-1e8e313004ad,35.0,95092.0,16.0,0.0
443581d6-cd93-454b-a022-740954037e6d,43.0,36212.0,30.0,1.0
db645454-06f4-44d2-9723-fe81f30d7e0a,51.0,127360.0,37.0,1.0
908b2b79-5af2-4176-a82d-e62dcaab0bd2,27.0,67405.0,9.0,0.0
57df101b-ad04-45c1-8474-1bdf4b79feb7,53.0,107061.0,26.0,0.0
63b4f80b-a4b7-4509-b843-e8b16370dcaa,31.0,124296.0,5.0,0.0
d8e74450-e116-4802-890c-60be53b88614,48.0,85186.0,5.0,1.0
5db2df43-0521-4733-8c35-f1112ff2eecb,32.0,74239.0,14.0,0.0
c8562c14-7fb8-4375-a998-aac70e67e911,25.0,140804.0,3.0,1.0
b6a5c0be-afd4-42a8-a852-6c41fde801ce,31.0,122993.0,39.0,1.0
849fd578-8279-4016-a148-46676c8f74fe,40.0,143551.0,6.0,1.0
2524b5aa-2b50-4d32-b319-3fc87cef3faf,57.0,40532.0,25.0,0.0
ebe2f180-e577-45af-9aac-2adadc9a6ca2,38.0,109054.0,30.0,0.0
4dbd14e6-6c8c-422a-8192-09c261db0989,33.0,102012.0,1.0,0.0
8b011460-de3a-4fa5-9de5-cb269a025ee5,35.0,147836.0,27.0,1.0
6be7a5f1-b876-47f9-ba9f-e86669aa6b68,41.0,115279.0,12.0,0.0
50b2ef33-85c0-4db7-b837-5ab4cfc896ee,43.0,96540.0,17.0,0.0
7640b80d-3121-4a05-9a6d-ba05eb3c9a29,42.0,138590.0,29.0,1.0
5336d145-ccd1-4cc0-8409-16911d47009d,58.0,133021.0,10.0,1.0
3e6c12b7-4e38-4c49-92fe-36fc34abd090,46.0,33271.0,12.0,0.0
ac2244a3-55c6-4994-b8d0-bc1e8764931d,32.0,75482.0,23.0,0.0
63d32cf8-170c-4662-a667-ef92bb5b0dcc,18.0,30209.0,28.0,1.0
2adbb271-a8f1-4603-b119-3699b2388aef,42.0,120999.0,4.0,1.0
68fecec2-c083-4ad3-84e5-fab59d8dfc7a,24.0,35539.0,34.0,1.0
f9749698-cb3c-4ffe-b6d9-5c3f91b7e97e,26.0,144841.0,18.0,0.0
a609a6ed-3a4e-4cb3-9070-07dd389f4dd3,41.0,49977.0,12.0,0.0
2f0ad7f3-72a0-4201-8cd1-3199c25c0a0f,18.0,104142.0,4.0,1.0
4bf0db85-837d-44cb-8784-5ae2a2c8e250,25.0,139920.0,13.0,0.0
e13087b0-afa0-44d4-be5f-36daea405977,41.0,129588.0,37.0,0.0
a38f662b-a2ac-4596-9c47-9db3b27c4fd5,28.0,98684.0,21.0,0.0
5b3c566d-f3bb-4505-8825-458a2f1550c0,34.0,129072.0,8.0,1.0
f3c47adb-877b-4bac-9131-ccaf35630035,25.0,35607.0,39.0,0.0
3025fb0a-6f75-4782-9e5f-d0040945b835,52.0,115122.0,25.0,1.0
f50028aa-def7-4d06-90b6-4ba01aebdb06,52.0,124786.0,4.0,0.0
4c172200-f5f8-4dea-b04f-3dc0f65acf94,50.0,81939.0,28.0,1.0
b340320c-2488-45d1-aa90-656a1d7bbba0,22.0,48594.0,21.0,1.0
27a73d4a-c1a1-4fb2-9cba-c12fcabdf40f,59.0,88382.0,2.0,0.0
3c309155-b8dc-40cc-8e35-d5cbe7bc1485,56.0,37399.0,27.0,0.0
62e0ed55-d1cb-4554-a8f2-dffd29001b18,58.0,55117.0,37.0,1.0
477f8baf-4c9c-468c-8e41-57d7246e9a48,45.0,128662.0,13.0,1.0
947435c2-d3b2-4434-98df-281d10d7c405,24.0,63617.0,13.0,0.0
61cbb00b-f529-4ca7-af8c-78ffcabcb2a7,26.0,37498.0,10.0,1.0
2693c3c0-1324-4091-a206-4e2c645f297e,25.0,132826.0,8.0,1.0
9d572ef9-6de5-45ff-8bc5-d3dcb0ffbe51,29.0,147232.0,37.0,0.0
508066f8-ead6-4c94-b74e-761916867695,51.0,141077.0,5.0,0.0
e72c4022-8daa-4f64-8d83-380c96d0d54e,50.0,146519.0,0.0,0.0
d95aa279-d0dc-416a-acdd-7ab1dc08207c,40.0,80624.0,24.0,0.0
2adcfcbb-1720-421e-816e-7b3cfbd2f300,41.0,39628.0,15.0,1.0
