primary_key,age,income,years_experience,target
71284791-1575-4eec-965b-20b874f6f2dd,56.0,70794.0,12.0,0.0
18947869-8962-425b-bcf6-3860a5889f46,46.0,109459.0,0.0,0.0
b1b401ea-e537-4efb-869b-d645b05262fd,32.0,147932.0,13.0,0.0
4a028182-55a5-4ce1-bb44-f509b3cece7d,25.0,80192.0,28.0,1.0
96208e0a-9b02-4fe3-a9ff-54c64eec401b,38.0,57703.0,2.0,0.0
cf944dee-8491-4258-9eb0-00020ab0b3ec,56.0,114193.0,23.0,1.0
30268987-40b5-47b1-b421-48cee3f908e8,36.0,99165.0,0.0,0.0
6efb26db-8f60-428b-ba1c-5daf0a9d628f,40.0,97650.0,9.0,0.0
64e9ff2f-a54f-478b-ac87-2f6ebf67fb6c,28.0,86516.0,12.0,0.0
62e46224-3199-4b02-a57d-27470b5deb44,28.0,129981.0,35.0,1.0
eaa9b6e7-5ea5-4a06-aac5-79401bdaa61f,41.0,131398.0,8.0,0.0
2d7617c7-7bdf-41f3-bd40-194cb1fe4662,53.0,121110.0,13.0,0.0
d806248b-90fa-47de-9835-34a6b310a642,57.0,127885.0,35.0,1.0
ec2fab46-3df3-47c0-b6b7-7b9bd1d96eae,41.0,52257.0,9.0,0.0
ade2979e-68b5-4376-8142-dd286615a1b4,20.0,130588.0,39.0,0.0
0e78a74d-5b8c-4075-aeb5-4ce1299814b9,39.0,133356.0,22.0,0.0
869fc32b-ad68-4482-9333-2d0d77a30eed,19.0,113509.0,34.0,1.0
c4db4f0e-b73f-4191-adeb-b7884dea0f9d,41.0,121273.0,6.0,0.0
608c9a97-a1ca-4195-9b95-98c8ff78d29b,47.0,81672.0,34.0,0.0
bd1c5be1-5849-4c32-a557-67287dc0fa64,55.0,93308.0,1.0,1.0
5231e2af-2efe-4757-81e3-3e3c3fa5129c,19.0,107583.0,14.0,1.0
b293f0dd-cf1a-42d1-9d9b-97094034b1bd,38.0,149336.0,8.0,0.0
db80a07f-89e0-4310-a2c0-4e36874b6f73,50.0,52113.0,16.0,0.0
2e5953f0-a492-46f1-a660-26ee5250bc6b,29.0,30694.0,38.0,0.0
1b8903af-8ff9-4c63-a9e4-c20d827f6336,39.0,45588.0,17.0,0.0
958f98e0-ec36-4432-9bb2-29a222e291c0,42.0,91756.0,14.0,1.0
175d3ab2-a7bb-480b-af73-7b462622a8d1,44.0,94085.0,17.0,1.0
f56a10b0-71d8-48b7-8e4d-030e0e912ee2,59.0,141359.0,23.0,1.0
5d0bca0d-88e1-40be-ac8d-408d5bbd4dd4,45.0,144384.0,22.0,0.0
7f39d65c-0222-4a4e-99f8-7eb6f84afe59,33.0,91142.0,11.0,1.0
784859b9-c0e8-43c5-a18d-2eb6175beac1,32.0,94373.0,22.0,1.0
c2f764d6-38d5-4fca-ba49-0d60688e1aac,20.0,115603.0,20.0,0.0
3581de0d-203f-4c8c-8c5c-74680ce35e54,54.0,36704.0,25.0,0.0
e62f1c6c-7084-421b-8bbc-9c6c3445e47f,24.0,70136.0,7.0,0.0
c21199e3-f6b8-4ab7-8489-e3884b05481c,38.0,97507.0,29.0,0.0
af25101e-b276-4066-88b0-3cb2c9c111bc,26.0,77361.0,33.0,0.0
da782f69-f087-4ce6-afd9-b13f62906b1d,56.0,88847.0,1.0,0.0
a644a34d-4261-40a5-961a-a33c4eb73b21,35.0,136359.0,4.0,1.0
8e1eade9-e842-4c51-a646-99cca75646db,21.0,41441.0,30.0,0.0
0c38a811-e986-4b15-9c36-da25e5051359,42.0,127012.0,32.0,0.0
868b2ff7-80d4-46b7-962e-c23b14519d62,31.0,148906.0,3.0,1.0
30a6a2da-44a9-4d9b-9ac5-124adf3eb0a3,26.0,44677.0,5.0,1.0
c0240de1-56fa-4d30-80b5-c294fb82731a,43.0,57818.0,22.0,1.0
eb27da55-a7f7-4063-ade9-d1c4fb98699f,19.0,31868.0,18.0,1.0
