primary_key,age,income,years_experience,target
9c9c297d-b1f9-4d2d-9f0f-15acf6b674a8,56.0,70794.0,12.0,0.0
0267fa93-158f-4f79-ab6b-f394cf6b4afd,46.0,109459.0,0.0,0.0
2dc2e34f-816c-4544-a114-66998b30789a,32.0,147932.0,13.0,0.0
f037767e-d231-44e5-a051-122d131df974,25.0,80192.0,28.0,1.0
7ca9b3ee-66e1-4d83-95b7-4c3d4333ead8,38.0,57703.0,2.0,0.0
05c5fd95-e538-42e0-a05c-1da1da4209ee,56.0,114193.0,23.0,1.0
c7381b22-da08-44aa-b514-eb1b76583d64,36.0,99165.0,0.0,0.0
5664017c-6725-4753-b9ad-efe64413e079,40.0,97650.0,9.0,0.0
9d94f0dd-86bb-4e0e-a3e9-f4e8d29d3576,28.0,86516.0,12.0,0.0
98aa322e-0367-4311-b482-2ba7f2dfc31a,28.0,129981.0,35.0,1.0
47694674-2aba-4ffa-a33f-badf092de374,41.0,131398.0,8.0,0.0
1fde8997-93a3-4796-ac02-fb194cdc7374,53.0,121110.0,13.0,0.0
0a3a7ffe-9ebb-47d7-8285-b82603eb4ac4,57.0,127885.0,35.0,1.0
43a5fe6b-ab03-4a5f-bf01-eaacc700b5b2,41.0,52257.0,9.0,0.0
a1442bef-b842-4b2b-9ecb-58d82ccfffaa,20.0,130588.0,39.0,0.0
d9f67c0e-f8d5-44fe-8271-c5e243c70fd9,39.0,133356.0,22.0,0.0
0a3d7089-d994-4e3f-97be-8d45067d162d,19.0,113509.0,34.0,1.0
f4b2e299-a96b-4140-a930-af524e379edf,41.0,121273.0,6.0,0.0
a0cd4c2d-d56e-47ab-80ac-cd20ea3c3c04,47.0,81672.0,34.0,0.0
7a2079ad-b0fa-4e48-803c-0cb763e5d1c4,55.0,93308.0,1.0,1.0
ffde68b2-429e-416a-92b4-69e01696436c,19.0,107583.0,14.0,1.0
cc96b4bc-1cfd-48a8-a028-19e736b7cbab,38.0,149336.0,8.0,0.0
465f54d7-4963-4173-b549-11e46a37b089,50.0,52113.0,16.0,0.0
0c2bcf44-b248-47c4-abcd-0df2acec1f12,29.0,30694.0,38.0,0.0
0c8bca13-e176-4d9a-ba93-fc73ec90957a,39.0,45588.0,17.0,0.0
489b04cd-2459-4569-b70b-c5c0c1a1b8f2,42.0,91756.0,14.0,1.0
7a55fc53-a5d7-493a-be64-fdf19e9c2b36,44.0,94085.0,17.0,1.0
2b272daf-32d4-4803-86b2-1227263c687e,59.0,141359.0,23.0,1.0
cfb4997a-30d4-4d62-9496-8c030271efb9,45.0,144384.0,22.0,0.0
b3810fae-028d-4b90-aed0-4a4e9a1fb7e1,33.0,91142.0,11.0,1.0
84990bde-11b8-4050-a9fb-d697b0570ccd,32.0,94373.0,22.0,1.0
c4c05da1-b274-4d0f-b8e6-41bfbea34d0a,20.0,115603.0,20.0,0.0
0cab931a-f48c-4b77-bfe1-70c62f08cfb6,54.0,36704.0,25.0,0.0
fb44ce1e-2f65-46a9-8b29-6e350eb4f507,24.0,70136.0,7.0,0.0
15915fcf-3cb2-4b9f-a821-499ce147bb1b,38.0,97507.0,29.0,0.0
456e7367-a126-4a23-97f8-b0c85d2c2f20,26.0,77361.0,33.0,0.0
0226cee9-03de-4e93-881f-480630059092,56.0,88847.0,1.0,0.0
e17e3400-eb52-424a-b5ca-5a3ca2e2acd3,35.0,136359.0,4.0,1.0
15ba73e3-7103-4e51-9fdc-a8d93dfb3e3b,21.0,41441.0,30.0,0.0
770e7146-d8dd-4352-aef6-0785799015cf,42.0,127012.0,32.0,0.0
7057a1d4-63b1-4c5c-be3a-7286e941db2c,31.0,148906.0,3.0,1.0
dbc8d822-d857-45a7-b38b-5fb34d98642e,26.0,44677.0,5.0,1.0
e947d1be-937e-43d6-9848-0087affc21db,43.0,57818.0,22.0,1.0
d3aee6f9-4bab-4d6d-b241-bc70f17be8d4,19.0,31868.0,18.0,1.0
5e3084fb-e656-4569-8d69-b2349bfc2e81,37.0,113591.0,7.0,1.0
02d46c9b-5ca3-4a56-964f-dad1a7e21f79,45.0,97264.0,38.0,0.0
59ab2ea6-bc8d-4104-80aa-6a4ae74d7fad,24.0,103168.0,12.0,0.0
b96e3680-139c-423b-bfad-d3e23e61d42c,25.0,42043.0,0.0,1.0
b573ce68-0c71-4cd1-bb2d-10ce3934b0a0,52.0,101939.0,5.0,1.0
65f43275-6323-494a-810d-77227cafef6e,31.0,45732.0,6.0,1.0
29a30a10-7f09-40ae-8dc4-787ab7a3fc45,34.0,85244.0,26.0,1.0
8a36828c-9af4-4a6a-a1ca-c5e7c4a4a81e,53.0,48526.0,14.0,0.0
c98099cd-c8ee-4d48-81e4-838f62adc1bc,57.0,39340.0,33.0,1.0
464bae02-f9f0-441b-a91d-0d95926853b5,21.0,134488.0,22.0,1.0
3d5443b7-ea04-4220-9331-406197e64c62,19.0,52394.0,23.0,0.0
02d8977a-a06e-4941-a54e-8776b31021af,23.0,128557.0,14.0,0.0
7602576e-83cd-4974-b591-9dd9369958d7,59.0,34102.0,34.0,0.0
fcfd2014-fd31-4fac-8583-8d16d567a97a,21.0,131846.0,3.0,1.0
e76a8579-e481-4463-ad59-6162bbb864fd,46.0,49159.0,36.0,1.0
2c43e6bb-c25e-4bed-aea0-3daa6f9fa21f,35.0,95092.0,16.0,0.0
0ac236ef-449e-4854-ae19-0d85c1b0797a,43.0,36212.0,30.0,1.0
cb0a71e0-d4d5-4bac-b4e7-a6d2bc5533e2,51.0,127360.0,37.0,1.0
77ffc41e-c1f8-4b75-94d5-cf0e922b6961,27.0,67405.0,9.0,0.0
7f3acbe7-a8f4-44a3-a6b8-df9037adaea0,53.0,107061.0,26.0,0.0
5b600626-dd4f-4489-8df8-4b7710092731,31.0,124296.0,5.0,0.0
0f2ef734-361d-4a28-9c0b-29f511fe7579,48.0,85186.0,5.0,1.0
8b74df28-34b8-435c-ae76-ea4fc8cc821f,32.0,74239.0,14.0,0.0
2d4f8460-3a7e-4e7c-87f2-f64dc1ed03a3,25.0,140804.0,3.0,1.0
0bb79e9c-1563-4eae-a82a-d7e7d79b3ccd,31.0,122993.0,39.0,1.0
41f06c93-68c4-4301-b6ea-4c2d0f39c342,40.0,143551.0,6.0,1.0
ef3b0fe7-d670-4b69-a464-0381b953d796,57.0,40532.0,25.0,0.0
94e5bf38-09d4-4502-9113-d9e7704719e7,38.0,109054.0,30.0,0.0
f9af4926-5d8c-412a-a516-3f3c1cab497a,33.0,102012.0,1.0,0.0
9f012e7f-338a-4c23-9cb0-143f26ecefe8,35.0,147836.0,27.0,1.0
6fb44006-7525-4d45-8115-493b3e60415c,41.0,115279.0,12.0,0.0
b13ab21c-3345-4868-970c-07894a522603,43.0,96540.0,17.0,0.0
75a31e95-1791-4c99-9d12-988de36f0174,42.0,138590.0,29.0,1.0
bf77e3f9-b306-4fe6-a21c-610cd1ad5ca3,58.0,133021.0,10.0,1.0
17914f28-1db1-4d8a-9886-3c4c2c175959,46.0,33271.0,12.0,0.0
d0124acd-c426-4136-baf2-c301d5915a72,32.0,75482.0,23.0,0.0
eef74284-4234-4080-a140-09f108ea7024,18.0,30209.0,28.0,1.0
2ce44792-1e58-4fb1-8ae7-7b5b29d5732f,42.0,120999.0,4.0,1.0
3e6fd2e3-a52e-4aa1-9b4f-fba3f5148c3e,24.0,35539.0,34.0,1.0
13326c18-c382-43a7-944b-e7149a5893cd,26.0,144841.0,18.0,0.0
0491fbc5-060b-4141-84e2-cb362c4440d0,41.0,49977.0,12.0,0.0
b1f389f0-aff4-4d6f-b078-ee4f478a4189,18.0,104142.0,4.0,1.0
ae07f312-21cf-4775-85ec-ead1c5685b93,25.0,139920.0,13.0,0.0
2af368c1-cbac-4211-8803-947475ecb436,41.0,129588.0,37.0,0.0
d129984b-4586-4f53-9029-cfd100d84dd7,28.0,98684.0,21.0,0.0
03105972-b3db-412b-bb50-89405d0c2978,34.0,129072.0,8.0,1.0
daac8dee-15e2-475a-92e2-c1a70337dee8,25.0,35607.0,39.0,0.0
6853abc1-b320-44bb-819d-cc8f8cd2eed3,52.0,115122.0,25.0,1.0
79df7822-58b2-4732-8e50-9d95eb8aaa3b,52.0,124786.0,4.0,0.0
313fbfe1-f24f-4c19-aa06-d32cf008cf0a,50.0,81939.0,28.0,1.0
66d79253-ebe6-4070-aed9-e7028010251f,22.0,48594.0,21.0,1.0
4e04358f-4ae2-461d-a74e-e166ec816c04,59.0,88382.0,2.0,0.0
b07ec6f6-26bc-413e-99c3-99498db972b8,56.0,37399.0,27.0,0.0
7d831a6e-be75-4022-bf69-a9282d233ddb,58.0,55117.0,37.0,1.0
45554ba1-5bcd-45a0-bd9f-e149198b18ee,45.0,128662.0,13.0,1.0
8852edfa-8979-4c6b-9933-29e724083b7e,24.0,63617.0,13.0,0.0
a633a00d-0195-455a-9a2f-353832edc0ee,26.0,37498.0,10.0,1.0
45d11128-3b05-4b56-b9d0-1f6908cf0a12,25.0,132826.0,8.0,1.0
0f1867ae-027f-4714-b628-f449a3eb1275,29.0,147232.0,37.0,0.0
5e9792de-dda6-48ae-b25c-b8c2d4441a60,51.0,141077.0,5.0,0.0
b24b5c52-1de5-4af9-b11b-f403fb6d25c7,50.0,146519.0,0.0,0.0
b4663a1c-dc5b-40e6-8390-1326563417a3,40.0,80624.0,24.0,0.0
20eec07f-93a2-49e4-8a6c-cc99c7229797,41.0,39628.0,15.0,1.0
8b44703c-31f2-4f36-8ea7-2902cacd0222,54.0,30329.0,14.0,0.0
df1a8990-a1ca-4cd9-a759-aeef24bb3682,52.0,68619.0,33.0,0.0
54561e6d-5746-46dd-bf82-93abb55eacef,57.0,37032.0,16.0,0.0
