primary_key,age,income,years_experience,target
36615753-cf35-4633-ae3d-b4e1940a95d6,56.0,70794.0,12.0,0.0
26a8365a-bbed-404c-bac5-2045eca92b0b,46.0,109459.0,0.0,0.0
3446fe65-cedf-4971-be3a-84cf50aa5068,32.0,147932.0,13.0,0.0
d736b889-6c10-49c9-b404-3ee37317e19b,25.0,80192.0,28.0,1.0
3538c45a-ae1d-4424-9cc7-7315272856e0,38.0,57703.0,2.0,0.0
0ec4568a-f3cd-413d-bf22-e9375820556e,56.0,114193.0,23.0,1.0
73be0e7e-5a74-4ce1-9771-496d45d72f81,36.0,99165.0,0.0,0.0
7fbdb0ae-05e8-4102-b68a-d830d0a88f0a,40.0,97650.0,9.0,0.0
ec5f4a58-95e9-4f29-a4c3-21ba6cf6716d,28.0,86516.0,12.0,0.0
41b3f911-b7a6-4d53-947d-416b05e4c0c5,28.0,129981.0,35.0,1.0
cbdf143c-00df-4de3-8ac2-736483cbfb23,41.0,131398.0,8.0,0.0
ac00ac81-bdbb-4622-b5b8-9ed7f8f0624b,53.0,121110.0,13.0,0.0
1e453f06-ffeb-4a5b-b6c8-942b1fdbf27b,57.0,127885.0,35.0,1.0
38c9e5f8-ce64-4ec1-895b-455f0df4cee1,41.0,52257.0,9.0,0.0
e511707d-1ee8-4563-8ded-e113ba5179c2,20.0,130588.0,39.0,0.0
6aee13b2-4909-44f0-8cee-a928d07bfb8c,39.0,133356.0,22.0,0.0
8efe9641-06ca-43e0-978b-d3ae30614a80,19.0,113509.0,34.0,1.0
386f2cba-6f1f-466b-9d6e-a987c5233fa8,41.0,121273.0,6.0,0.0
f178793b-2410-4c57-ade1-18198c01d559,47.0,81672.0,34.0,0.0
d3769c3d-2c42-41e9-a8d3-95d8f6ff9a4c,55.0,93308.0,1.0,1.0
2a4b6069-84b4-41b3-948d-9b124f0c736d,19.0,107583.0,14.0,1.0
19bddf53-4761-4c61-8605-b419df901352,38.0,149336.0,8.0,0.0
efb048da-f061-4b5a-bf7d-71567157bb8a,50.0,52113.0,16.0,0.0
b92b8f2f-2208-409d-818f-396265dd0651,29.0,30694.0,38.0,0.0
7b68faaa-bade-4de5-84bb-176b5c4745d3,39.0,45588.0,17.0,0.0
3d5d7f56-eb89-406b-bb2b-a6e52d1dd70c,42.0,91756.0,14.0,1.0
f71e81af-4654-447b-905e-5ac31394082e,44.0,94085.0,17.0,1.0
ff53483a-1177-4c37-a164-424bdea3cbd6,59.0,141359.0,23.0,1.0
71a0112c-8fa7-48e6-b5bd-c03d27e7a0e6,45.0,144384.0,22.0,0.0
1bf50abd-6f72-452a-bf17-2837d627efaf,33.0,91142.0,11.0,1.0
255201b0-6b32-4e6f-aead-4f02ed98f38a,32.0,94373.0,22.0,1.0
d466194d-4e59-4d8d-bf4c-00031a9c8037,20.0,115603.0,20.0,0.0
75587275-6d1c-4d97-a078-4cd03b242e6f,54.0,36704.0,25.0,0.0
1b9d3541-1056-4e65-9220-4c50d130407e,24.0,70136.0,7.0,0.0
34c4685a-a25e-4db8-81c7-6d946d96a160,38.0,97507.0,29.0,0.0
6f51bc19-cee6-4418-bd5e-3e8003b9c3f2,26.0,77361.0,33.0,0.0
5e496b9e-6c3b-433f-b57a-88302696283c,56.0,88847.0,1.0,0.0
170698b0-1e67-4fc2-9991-0d911bdeface,35.0,136359.0,4.0,1.0
bfe037d4-72fd-4158-a7a4-afc6cfb38be7,21.0,41441.0,30.0,0.0
946a2d7d-7548-4553-b2a8-9e0a5adeba6e,42.0,127012.0,32.0,0.0
a5a6d359-8cdf-41d8-83bf-9dba7edfbdd9,31.0,148906.0,3.0,1.0
e3596d5b-683d-4025-8a32-5f4597569407,26.0,44677.0,5.0,1.0
8c028d73-da9b-4cea-9f95-2b3ec4f3dbf5,43.0,57818.0,22.0,1.0
beba3502-a089-4343-a1e6-e9323de6bb96,19.0,31868.0,18.0,1.0
1a34c9a0-7f7b-472c-8622-cb3a8b77fa17,37.0,113591.0,7.0,1.0
264951fb-485b-45ef-91a4-ba2c6d155706,45.0,97264.0,38.0,0.0
85cdc8da-5b7f-4d31-b4e0-5e255e812adf,24.0,103168.0,12.0,0.0
0d9f9e3e-685a-436c-8199-86fe855b6369,25.0,42043.0,0.0,1.0
7e556620-4a7c-4ce7-9942-19b2b89aaf5b,52.0,101939.0,5.0,1.0
62334cc2-0246-46f6-8df8-231f2e4d5446,31.0,45732.0,6.0,1.0
12a9034e-5869-4e3d-98aa-ce509d0be0fe,34.0,85244.0,26.0,1.0
fd3f2ede-d08c-4180-be48-7401f0986d5e,53.0,48526.0,14.0,0.0
e701f844-32ad-46bf-aede-856143272fd5,57.0,39340.0,33.0,1.0
c3db34ed-7044-4deb-a2cd-2c14015839f1,21.0,134488.0,22.0,1.0
acc054f9-860f-48c0-a695-4b262489385e,19.0,52394.0,23.0,0.0
e93ca9f8-6018-4e67-b378-366efad9cba8,23.0,128557.0,14.0,0.0
6618335e-d436-4e05-b293-aa3b192dc790,59.0,34102.0,34.0,0.0
9640b241-7f12-4a2e-908c-f70fffd4f42b,21.0,131846.0,3.0,1.0
37221c5a-1998-48ce-a8e0-e46362b5df58,46.0,49159.0,36.0,1.0
e1b4fa67-56e8-4346-a98f-ec92686166bd,35.0,95092.0,16.0,0.0
69f36cc3-b207-45b5-b99c-c42649eb48f8,43.0,36212.0,30.0,1.0
ed16454c-d799-4d1e-910d-d01e92220aef,51.0,127360.0,37.0,1.0
59815ba4-402b-461b-97f0-da9fa27bade7,27.0,67405.0,9.0,0.0
e4679b51-0880-4826-98fb-447a686f155d,53.0,107061.0,26.0,0.0
aa2f0983-07e5-479d-938d-805e5bfee913,31.0,124296.0,5.0,0.0
4049cbc0-157a-4db8-8da9-60afbb3e2a8f,48.0,85186.0,5.0,1.0
224595d6-7ba0-4024-8908-7c957c57eded,32.0,74239.0,14.0,0.0
b2bf8e45-fdbd-4d81-8ae9-c11b54fd4b43,25.0,140804.0,3.0,1.0
b1aa1509-5e97-48e4-bb22-c65cbde031df,31.0,122993.0,39.0,1.0
72a4470b-7e22-4a12-be2f-fb75369c9922,40.0,143551.0,6.0,1.0
70577efb-67ae-45d1-91d7-6dab016f98fe,57.0,40532.0,25.0,0.0
034c4de9-5305-4a0d-be6c-c278d6ff7331,38.0,109054.0,30.0,0.0
9680fe34-d999-449f-bd64-32ce9605070c,33.0,102012.0,1.0,0.0
255ba250-d640-4cba-b55f-6f2a664baa0e,35.0,147836.0,27.0,1.0
dc865f65-0417-460c-b8a9-a243ea9248b9,41.0,115279.0,12.0,0.0
1be937df-383e-40d2-b700-291aa2f9f3bb,43.0,96540.0,17.0,0.0
f3132b53-691c-44b9-b7a0-7e41f0e8f6ff,42.0,138590.0,29.0,1.0
70285d4e-e0cf-4ddd-84fd-8ddcdd92d969,58.0,133021.0,10.0,1.0
bf50889d-d807-40a9-a72a-76a08c2bb790,46.0,33271.0,12.0,0.0
c5b0b8d9-a91b-4bc9-83a3-251a51b34508,32.0,75482.0,23.0,0.0
a868efe2-025f-488d-8128-ffb173e4c99e,18.0,30209.0,28.0,1.0
807714cc-c280-4b80-9df6-97f297f1cd86,42.0,120999.0,4.0,1.0
d56e3be8-5a80-4299-a711-1c6a65bc7b59,24.0,35539.0,34.0,1.0
0414921f-a556-4a1b-a32a-cea526974c5b,26.0,144841.0,18.0,0.0
95d9e4a1-7079-4bc9-a03f-ff63be697cc6,41.0,49977.0,12.0,0.0
7067434d-6266-4220-bef5-9d9fe44be413,18.0,104142.0,4.0,1.0
7dfcb36a-1db1-4f75-9554-d3268c7898ff,25.0,139920.0,13.0,0.0
e08c76c2-c1c8-4d8a-bff9-d372eb03c999,41.0,129588.0,37.0,0.0
0c5d9243-b2ee-4362-af0d-bdb661f68648,28.0,98684.0,21.0,0.0
48054fe9-34f0-46df-83c9-b32ca21cdc7e,34.0,129072.0,8.0,1.0
e7ff06c2-82d8-49dd-8edb-6a26b1a230fe,25.0,35607.0,39.0,0.0
5a4e64b0-813e-4c88-afd3-fd410b860d5e,52.0,115122.0,25.0,1.0
741c084f-3dcd-4c14-bcaa-5f5c790077a7,52.0,124786.0,4.0,0.0
a415b49e-94a5-4dfd-89f2-19a87a08aabc,50.0,81939.0,28.0,1.0
38414934-f594-4ef5-9e61-fa5885724b1a,22.0,48594.0,21.0,1.0
5b9bab82-9f5a-4573-926a-563918152c38,59.0,88382.0,2.0,0.0
a57019d0-61c3-4c48-b1e6-81ca17240b6c,56.0,37399.0,27.0,0.0
d4bec26f-073a-48dd-99e4-913b5c4d9c4c,58.0,55117.0,37.0,1.0
99c526ae-b0db-459d-ae2f-d98403278080,45.0,128662.0,13.0,1.0
532dc9a5-d1fa-43bb-9b91-d5877b54a54c,24.0,63617.0,13.0,0.0
3fdb645c-6064-4e27-a070-b1bd5f5bcb9c,26.0,37498.0,10.0,1.0
b640f127-eac0-4fc9-bce3-882dd67a0660,25.0,132826.0,8.0,1.0
465f8e8d-aaf6-40cc-9103-0b9b0e9c5bf7,29.0,147232.0,37.0,0.0
edb7b7e1-c3e0-4119-a7bd-334db950a3a8,51.0,141077.0,5.0,0.0
eafb71bc-83b8-41e4-96e2-7f80c43ddd0f,50.0,146519.0,0.0,0.0
58de8415-5548-404f-9d25-41ebcafbe8c5,40.0,80624.0,24.0,0.0
13328487-b5ad-4b4c-9a85-be684086befc,41.0,39628.0,15.0,1.0
2c6abf4b-0b1a-42a2-b325-f87276686cb4,54.0,30329.0,14.0,0.0
5321adbe-1d2d-488a-99ff-c6f88de251f0,52.0,68619.0,33.0,0.0
b963ff3e-1cb5-46d1-b6e5-8bde4da99e21,57.0,37032.0,16.0,0.0
980a2d88-479b-4a76-b794-e38aa3d03686,39.0,78094.0,2.0,0.0
241f585c-844e-4b51-8440-2d41ef0a615b,44.0,68034.0,2.0,1.0
667f59b4-e5c2-4de6-9ded-066a92fb95d9,52.0,132658.0,36.0,1.0
f604c4ce-2055-4168-bbda-6c4bd43e9352,18.0,116158.0,16.0,0.0
d86cb622-7df6-42e2-bde8-3072d60518f3,52.0,85264.0,37.0,0.0
fde396a4-24cd-4d76-b393-504ae3a0f87f,54.0,124120.0,0.0,0.0
27402bda-e17e-4178-9a36-ebffd1b2db83,31.0,77850.0,6.0,0.0
8a3b2f7e-f8b2-4ebc-8f4c-ccdda6dec421,20.0,34722.0,25.0,1.0
b1c7a9d7-decf-4082-868f-3254f92ae2ed,18.0,47772.0,38.0,1.0
e088af7b-d225-45cb-ae12-6cd1a7d03b95,22.0,116105.0,18.0,1.0
39672eb1-567f-4600-b5cb-e5ccb5d306f7,43.0,71679.0,29.0,1.0
57315136-ea87-497c-8315-600df5a38c68,31.0,98771.0,13.0,0.0
37b3d3e4-cff5-4e1d-944f-930b2cf81440,56.0,34576.0,12.0,1.0
465e455a-edd2-4414-b57f-b867db224fdc,44.0,56707.0,19.0,1.0
d8cb8ab0-c2fe-4e04-a403-d3aa7a676ac9,26.0,129404.0,25.0,0.0
5ece7107-e731-44ec-9a04-7ea3df4ba374,32.0,71632.0,26.0,1.0
6462fbd0-7006-40b9-98d5-acdb2f32ec21,32.0,71476.0,24.0,1.0
ce6db7d3-6ca4-47d2-85e6-09d5b58b53f8,43.0,147220.0,8.0,1.0
bfe47224-a598-4a78-84fc-59b963dd454b,59.0,60285.0,11.0,0.0
8a4ca222-7640-4323-bdb9-6f1a67be57d0,30.0,54154.0,9.0,0.0
25c8606d-7ae3-46df-89e3-d37ea38c303b,49.0,50054.0,5.0,0.0
afb83fe2-29f0-4792-8aa5-fc38657f84f5,56.0,47165.0,33.0,0.0
3e63ed4a-720a-433f-ac3a-5a4362d73830,49.0,44439.0,18.0,1.0
c07b9f32-dedf-45ce-85ae-e961b9dd639b,21.0,148211.0,5.0,1.0
66d27adf-49f8-4a65-a038-dbfc3c5f8d23,47.0,74518.0,1.0,0.0
58fd3409-c818-4c9b-8bf6-64b7e89d2230,54.0,118051.0,14.0,0.0
3b07c6dc-435b-4c72-9aa4-d0211900003f,40.0,56962.0,16.0,0.0
a351c8eb-ddb5-4ecb-b333-3176df7092fe,56.0,83934.0,15.0,1.0
ffa3037c-b0c7-470b-a833-3d140c02a697,32.0,138085.0,27.0,1.0
cbbd70c6-54c7-4c78-96d0-2a528be5ed8b,46.0,67763.0,20.0,0.0
fca11ea6-72fa-4d22-ba4f-0be0872981ce,53.0,146189.0,7.0,0.0
c15d343a-8b3b-428f-98ec-c333e4465d66,30.0,140290.0,9.0,0.0
1d17f324-3b0a-4fcc-95d4-fe95625b31f9,49.0,94094.0,9.0,0.0
c3168e13-d05f-4f8e-b358-de7c7d35048b,24.0,140814.0,9.0,0.0
626603b4-14a3-4d14-b5b6-a3c3b4f2cdd9,39.0,49464.0,8.0,0.0
c54d5e1f-b03f-4a9c-a057-53be8a40a507,45.0,72036.0,27.0,0.0
ace2dcf5-8973-4477-acaa-7f8ad24008d5,19.0,125949.0,23.0,0.0
ffb595bc-d9bd-4a76-8e2b-de656f02959f,59.0,63270.0,18.0,1.0
3757b21f-8a46-4f36-a037-a535982bca12,23.0,72299.0,32.0,0.0
9019353b-d43c-42c4-a796-17c8785569f4,45.0,115805.0,3.0,1.0
d0c426d5-7b3b-4fcd-b623-73ee86375c8d,45.0,61541.0,2.0,0.0
a6c63ec7-3630-4721-8200-cd6878e1593e,37.0,103545.0,11.0,1.0
3969ff58-9eea-46f1-8e3a-9256a22f291e,47.0,112543.0,17.0,0.0
589cf359-9881-4d4d-afe7-002c214f0351,28.0,121998.0,22.0,0.0
98dbfee3-e2fb-46fb-bed9-725b52967ab4,45.0,107078.0,19.0,1.0
f628587f-15b6-4335-9d44-801af6b8bcff,42.0,112970.0,5.0,0.0
a8dd445f-020e-4881-a60d-cb1e7d846520,56.0,59765.0,33.0,1.0
da018d6b-6c77-4762-b439-96ff1478e8ce,50.0,53769.0,1.0,1.0
36e5c551-47ab-475c-b988-b17e569478e8,18.0,118001.0,29.0,1.0
f0a9cf09-51f3-4a84-8574-f48b21d958a4,44.0,117404.0,8.0,0.0
cf5b1a10-ed73-4ddc-89e4-dfa8c136f78e,30.0,50156.0,26.0,1.0
f4772547-cef3-416a-a1f5-7890c4b4c102,58.0,115836.0,33.0,0.0
ea38016b-6cc8-41bd-b6b4-c789300872e6,20.0,148706.0,39.0,1.0
649dfd9e-17cc-47d2-878c-e9bb90c0b757,56.0,80481.0,23.0,0.0
