primary_key,age,income,years_experience,target
0552a812-47a1-4b92-bcfe-5687226f67a4,56.0,70794.0,12.0,0.0
d0e49668-17c2-4012-8ca9-07077ef739e0,46.0,109459.0,0.0,0.0
cb6a6a9f-f06e-48d3-a6ea-f90288655a86,32.0,147932.0,13.0,0.0
ae037db6-6c4c-4076-bf65-f2ac72692b56,25.0,80192.0,28.0,1.0
a1d63933-985f-45a5-a24b-d2ac9679158d,38.0,57703.0,2.0,0.0
1989ca00-3ff2-40a2-8e34-d5cbbf06b6ac,56.0,114193.0,23.0,1.0
ada529d2-2a23-4365-963b-963dd45dd785,36.0,99165.0,0.0,0.0
2758125f-3a3c-439e-9a9e-25b101239b40,40.0,97650.0,9.0,0.0
c079e0d8-a53a-4959-bc54-44a2bf49b31f,28.0,86516.0,12.0,0.0
b5dfe26c-511a-414f-befe-87dcf249a6b1,28.0,129981.0,35.0,1.0
3e123f64-e6d9-4d54-89be-5d59f5fc516d,41.0,131398.0,8.0,0.0
ea8b904d-38db-4c88-bb6d-74f9b24143e3,53.0,121110.0,13.0,0.0
c3941361-e0b1-4429-8f5f-259cd9f6fff7,57.0,127885.0,35.0,1.0
555d27f7-87c9-4d21-a0e5-a9b9fc846f96,41.0,52257.0,9.0,0.0
ea90aaa9-33a7-4f8c-b157-74c024fae6f4,20.0,130588.0,39.0,0.0
593eff73-9e83-4e2c-9b14-abc2cd6014b8,39.0,133356.0,22.0,0.0
5de8546c-6e5d-4457-af29-51b807fae229,19.0,113509.0,34.0,1.0
d18eefd5-955b-4ba9-b277-f2681847f9f6,41.0,121273.0,6.0,0.0
b5485c1a-4b2d-484b-81fe-4aec14ae4ad3,47.0,81672.0,34.0,0.0
14d0327b-24ba-4bef-b1ff-4e71c7b80d53,55.0,93308.0,1.0,1.0
724bcfc4-0a22-4697-a93c-ba7aa8c73f9a,19.0,107583.0,14.0,1.0
a379bd40-e753-45ee-8296-0dd6ddb991dd,38.0,149336.0,8.0,0.0
6fa653af-f23f-4fe2-bf9c-2059e45fd227,50.0,52113.0,16.0,0.0
5b56b1f6-b961-4797-a838-d2659c291b36,29.0,30694.0,38.0,0.0
f9cc5307-13a3-4b75-ad65-973b9c810ad7,39.0,45588.0,17.0,0.0
c27961b6-9d4a-4a49-97c9-51027b28c8b9,42.0,91756.0,14.0,1.0
43f038c7-1762-4e46-9ac7-96ab11517dc5,44.0,94085.0,17.0,1.0
718de15c-065a-4d0c-bbd5-4b6f6f4ac894,59.0,141359.0,23.0,1.0
2b739272-30d9-432a-bf51-829421199166,45.0,144384.0,22.0,0.0
65315e33-4605-4515-82ea-ef75da203518,33.0,91142.0,11.0,1.0
09e2e9f6-fb3f-4984-8c7c-d9f63f5eecc5,32.0,94373.0,22.0,1.0
ccad5d8c-dc68-4498-ac44-46924c336f13,20.0,115603.0,20.0,0.0
662edd0b-1f30-4b69-94af-78f195fd585d,54.0,36704.0,25.0,0.0
683d4ae4-3ab9-421f-9919-904fd8560888,24.0,70136.0,7.0,0.0
4d0ef26f-54cc-4fea-b47c-5cf43d2d25cc,38.0,97507.0,29.0,0.0
93753af5-3d96-4644-9682-4625398f2f67,26.0,77361.0,33.0,0.0
ba5af43e-a741-4655-9642-0648ef8387f6,56.0,88847.0,1.0,0.0
3eee6a5a-3842-41f1-b521-2ac491d21cc4,35.0,136359.0,4.0,1.0
ca3a195b-39f1-4113-8baa-0ac443cc724d,21.0,41441.0,30.0,0.0
21f88d11-a1c0-436b-8069-24169880bb7d,42.0,127012.0,32.0,0.0
